Node_ID,Music,Movies,Politics
1720,0.75,0.99,0.01
1729,0.5,0.938,0.01
1629,0.01,0.01,0.01
1732,0.5,0.99,0.01
1554,0.969,0.969,0.01
1633,0.01,0.01,0.01
1643,0.01,0.969,0.01
1691,0.36,0.31,0.01
1644,0.75,0.984,0.01
1664,0.01,0.01,0.01
1646,0.938,0.5,0.01
1790,0.01,0.01,0.01
1679,0.984,0.75,0.01
1792,0.01,0.01,0.01
1891,0.984,0.01,0.01
1758,0.5,0.5,0.01
1835,0.938,0.969,0.01
1930,0.5,0.984,0.01
1920,0.5,0.5,0.01
1886,0.27,0.16,0.01
1830,0.01,0.01,0.01
1785,0.01,0.01,0.01
1904,0.938,0.99,0.01
2013,0.969,0.99,0.01
2045,0.01,0.01,0.01
1995,0.01,0.01,0.01
2101,0.969,0.875,0.01
2007,0.01,0.01,0.01
2117,0.75,0.75,0.75
2050,0.01,0.01,0.01
2051,0.01,0.01,0.01
2079,0.01,0.01,0.01
2122,0.01,0.01,0.01
2040,0.875,0.938,0.01
2113,0.875,0.99,0.01
2154,0.969,0.984,0.5
2238,0.01,0.01,0.01
2082,0.01,0.875,0.01
1950,0.01,0.01,0.01
2160,0.75,0.938,0.01
2134,0.01,0.01,0.01
2313,0.5,0.5,0.01
2231,0.01,0.01,0.01
2210,0.75,0.99,0.01
2140,0.01,0.01,0.01
2141,0.01,0.01,0.01
2332,0.01,0.01,0.01
2305,0.01,0.01,0.01
2352,0.01,0.969,0.01
2145,0.938,0.969,0.01
2447,0.01,0.01,0.01
2393,0.875,0.938,0.01
2439,0.75,0.875,0.01
2452,0.01,0.01,0.01
2495,0.01,0.01,0.01
2522,0.875,0.969,0.01
2512,0.875,0.75,0.01
2431,0.99,0.99,0.01
2486,0.5,0.5,0.01
2476,0.05,0.75,0.01
2601,0.5,0.969,0.5
2566,0.08,0.5,0.01
2584,0.75,0.875,0.01
2504,0.01,0.875,0.5
2608,0.5,0.938,0.01
2625,0.5,0.01,0.5
2778,0.938,0.99,0.01
2611,0.01,0.01,0.01
2824,0.75,0.75,0.01
2856,0.01,0.01,0.01
2914,0.3,0.01,0.5
2928,0.01,0.01,0.01
2915,0.75,0.969,0.01
2944,0.17,0.875,0.01
2931,0.01,0.01,0.01
2932,0.01,0.01,0.01
2863,0.01,0.01,0.01
2973,0.38,0.969,0.01
2843,0.875,0.99,0.01
3002,0.5,0.99,0.01
3004,0.01,0.01,0.01
2981,0.01,0.01,0.01
3062,0.01,0.875,0.01
3063,0.984,0.984,0.01
2887,0.01,0.99,0.01
2935,0.75,0.32,0.01
2997,0.08,0.01,0.01
2921,0.5,0.984,0.01
2874,0.01,0.01,0.01
3085,0.01,0.875,0.01
2925,0.75,0.875,0.01
3089,0.938,0.984,0.01
3012,0.21,0.01,0.01
2848,0.01,0.875,0.01
3098,0.01,0.938,0.01
2881,0.01,0.01,0.01
3158,0.969,0.938,0.5
3168,0.28,0.938,0.01
3065,0.01,0.01,0.01
3101,0.01,0.01,0.01
3075,0.01,0.01,0.01
3125,0.75,0.984,0.01
3273,0.01,0.01,0.01
3190,0.5,0.969,0.01
3249,0.75,0.969,0.01
3177,0.01,0.01,0.01
3303,0.01,0.01,0.01
3254,0.99,0.984,0.01
3180,0.5,0.75,0.5
3275,0.01,0.01,0.01
3367,0.01,0.01,0.01
3378,0.75,0.99,0.01
3359,0.01,0.5,0.01
3422,0.01,0.01,0.01
3344,0.75,0.5,0.01
3345,0.984,0.984,0.01
3346,0.75,0.75,0.01
3497,0.01,0.01,0.01
3444,0.5,0.5,0.01
3279,0.01,0.01,0.01
3417,0.01,0.01,0.01
3529,0.15,0.06,0.5
3451,0.01,0.01,0.01
3557,0.75,0.01,0.01
3558,0.75,0.16,0.01
3532,0.5,0.875,0.5
3398,0.5,0.969,0.01
3389,0.5,0.969,0.01
3461,0.01,0.01,0.01
3462,0.01,0.01,0.01
3405,0.984,0.99,0.01
3463,0.01,0.01,0.01
3624,0.36,0.938,0.5
3571,0.75,0.99,0.01
3719,0.75,0.875,0.01
3554,0.5,0.01,0.01
3761,0.01,0.01,0.01
3705,0.01,0.01,0.01
3640,0.01,0.01,0.01
3812,0.875,0.875,0.5
3641,0.875,0.5,0.01
3777,0.01,0.47,0.01
3779,0.01,0.01,0.01
3831,0.5,0.5,0.01
3728,0.01,0.01,0.01
3673,0.5,0.01,0.01
3790,0.01,0.01,0.01
3818,0.01,0.01,0.01
3851,0.01,0.01,0.01
3734,0.984,0.99,0.01
3556,0.01,0.01,0.01
3904,0.01,0.01,0.01
3882,0.04,0.01,0.01
3884,0.5,0.875,0.01
3951,0.75,0.875,0.01
3940,0.01,0.01,0.01
3955,0.2,0.938,0.5
4083,0.875,0.75,0.01
3988,0.5,0.75,0.5
3908,0.99,0.99,0.01
4076,0.01,0.2,0.01
4078,0.5,0.875,0.01
4127,0.5,0.984,0.01
4049,0.01,0.938,0.01
3912,0.12,0.01,0.01
4109,0.09,0.5,0.01
4159,0.875,0.875,0.01
4150,0.938,0.01,0.01
4121,0.01,0.01,0.01
4036,0.969,0.938,0.01
4295,0.875,0.938,0.01
4181,0.75,0.875,0.01
4213,0.12,0.938,0.01
4287,0.01,0.01,0.01
4487,0.01,0.01,0.01
4453,0.43,0.75,0.01
4418,0.01,0.01,0.01
4525,0.75,0.75,0.01
4528,0.01,0.01,0.01
4592,0.938,0.99,0.5
4566,0.875,0.984,0.01
4623,0.984,0.969,0.01
4624,0.5,0.99,0.01
4570,0.5,0.13,0.01
4470,0.05,0.99,0.01
4423,0.875,0.99,0.01
4660,0.5,0.75,0.01
4645,0.5,0.969,0.01
4757,0.875,0.75,0.01
4593,0.75,0.01,0.01
4705,0.01,0.01,0.01
4597,0.938,0.01,0.01
4598,0.875,0.99,0.5
4687,0.5,0.875,0.01
4807,0.01,0.875,0.01
4676,0.36,0.01,0.01
4693,0.01,0.01,0.01
4848,0.5,0.969,0.01
4855,0.969,0.99,0.01
4885,0.01,0.01,0.01
4888,0.15,0.99,0.01
5118,0.875,0.984,0.01
4962,0.01,0.01,0.01
4949,0.01,0.938,0.01
5192,0.01,0.01,0.01
5006,0.01,0.984,0.01
5025,0.969,0.875,0.01
5145,0.875,0.938,0.01
5146,0.01,0.01,0.01
5079,0.01,0.01,0.01
5269,0.969,0.99,0.5
5302,0.01,0.01,0.5
5359,0.5,0.75,0.01
5289,0.29,0.5,0.01
5190,0.03,0.03,0.01
5417,0.5,0.75,0.01
5311,0.969,0.938,0.01
5421,0.01,0.01,0.01
5450,0.01,0.01,0.01
5468,0.99,0.969,0.01
5484,0.984,0.984,0.01
5510,0.5,0.969,0.01
5325,0.969,0.99,0.01
5412,0.01,0.01,0.01
5369,0.01,0.99,0.01
5385,0.17,0.13,0.01
5544,0.01,0.01,0.01
5519,0.01,0.01,0.01
5584,0.01,0.01,0.01
5548,0.875,0.938,0.01
5571,0.5,0.969,0.01
5649,0.23,0.12,0.01
5637,0.938,0.938,0.01
5560,0.5,0.01,0.01
5664,0.5,0.01,0.01
5852,0.01,0.01,0.01
5867,0.5,0.5,0.5
5778,0.01,0.01,0.01
5839,0.01,0.01,0.01
5868,0.01,0.01,0.5
5861,0.75,0.5,0.01
5862,0.875,0.875,0.01
5872,0.01,0.01,0.01
5865,0.01,0.01,0.01
5912,0.01,0.01,0.01
5957,0.5,0.99,0.01
5944,0.01,0.875,0.01
5893,0.969,0.5,0.01
5946,0.75,0.99,0.01
5895,0.75,0.938,0.01
5975,0.875,0.938,0.01
5918,0.11,0.05,0.01
5850,0.01,0.01,0.01
6021,0.969,0.875,0.5
5980,0.875,0.99,0.01
6023,0.75,0.875,0.5
6036,0.99,0.99,0.01
6024,0.875,0.969,0.01
6038,0.875,0.984,0.5
6053,0.875,0.99,0.01
5935,0.01,0.01,0.01
6028,0.14,0.984,0.5
6100,0.75,0.5,0.01
6029,0.31,0.99,0.5
5936,0.03,0.875,0.01
6031,0.875,0.875,0.5
6040,0.01,0.01,0.01
6061,0.875,0.938,0.01
5939,0.01,0.01,0.01
6137,0.01,0.01,0.5
5951,0.5,0.3,0.01
6186,0.875,0.969,0.01
6173,0.875,0.938,0.01
6117,0.01,0.01,0.01
6200,0.01,0.01,0.01
6212,0.01,0.01,0.5
6228,0.01,0.42,0.01
6214,0.5,0.984,0.5
6215,0.969,0.969,0.01
6257,0.01,0.01,0.01
6272,0.01,0.01,0.01
6180,0.75,0.99,0.5
6221,0.5,0.875,0.5
6362,0.03,0.03,0.5
6363,0.75,0.984,0.5
6282,0.01,0.14,0.01
6350,0.5,0.99,0.5
6353,0.32,0.99,0.01
6195,0.03,0.5,0.01
6340,0.11,0.1,0.01
6365,0.99,0.938,0.01
6424,0.04,0.01,0.5
6366,0.5,0.99,0.5
6355,0.75,0.969,0.5
6367,0.75,0.5,0.01
6369,0.5,0.35,0.5
6357,0.01,0.01,0.01
6358,0.984,0.99,0.5
6429,0.15,0.5,0.5
6359,0.938,0.12,0.01
6430,0.01,0.01,0.01
6361,0.938,0.938,0.01
6432,0.938,0.938,0.01
6497,0.5,0.01,0.01
6512,0.938,0.875,0.01
6435,0.938,0.938,0.01
6436,0.984,0.99,0.01
6513,0.969,0.99,0.01
6528,0.875,0.875,0.01
6530,0.5,0.969,0.01
6515,0.01,0.01,0.01
6531,0.875,0.938,0.01
6397,0.5,0.984,0.01
6459,0.09,0.13,0.01
6385,0.875,0.938,0.01
6517,0.969,0.99,0.01
6521,0.03,0.01,0.01
6547,0.875,0.99,0.01
6481,0.75,0.875,0.01
6523,0.75,0.99,0.5
6524,0.875,0.938,0.01
6525,0.12,0.875,0.01
6577,0.01,0.01,0.01
6502,0.01,0.01,0.01
6488,0.5,0.75,0.01
6606,0.875,0.75,0.01
6621,0.03,0.18,0.01
6607,0.938,0.875,0.01
6538,0.01,0.01,0.01
6639,0.5,0.875,0.01
6506,0.984,0.984,0.01
6493,0.5,0.5,0.01
6692,0.23,0.875,0.01
6511,0.5,0.99,0.5
6767,0.938,0.01,0.01
6705,0.01,0.01,0.01
6667,0.969,0.99,0.01
6668,0.25,0.984,0.01
6748,0.99,0.99,0.5
6850,0.01,0.01,0.01
6977,0.938,0.984,0.01
6924,0.01,0.75,0.01
6978,0.5,0.969,0.01
6925,0.938,0.75,0.01
6916,0.01,0.01,0.01
6763,0.5,0.06,0.01
6980,0.75,0.99,0.01
6927,0.984,0.99,0.01
6998,0.5,0.01,0.01
7037,0.01,0.01,0.01
6891,0.01,0.01,0.01
7056,0.01,0.01,0.01
7069,0.01,0.01,0.01
7057,0.99,0.99,0.01
6972,0.01,0.01,0.01
7058,0.875,0.99,0.5
6898,0.01,0.01,0.01
7059,0.99,0.01,0.01
7061,0.5,0.984,0.01
7062,0.01,0.01,0.01
6901,0.75,0.06,0.01
7063,0.5,0.938,0.01
7006,0.5,0.984,0.01
7190,0.875,0.75,0.01
7016,0.938,0.984,0.5
7241,0.31,0.99,0.01
7089,0.99,0.75,0.01
7285,0.01,0.01,0.01
7272,0.01,0.01,0.01
7326,0.938,0.875,0.01
7246,0.99,0.99,0.01
7123,0.01,0.01,0.01
7400,0.01,0.01,0.01
7504,0.75,0.875,0.01
7356,0.969,0.875,0.01
7358,0.01,0.01,0.01
7468,0.875,0.29,0.01
7563,0.01,0.01,0.01
7365,0.875,0.938,0.01
7625,0.01,0.01,0.01
7639,0.938,0.938,0.5
7544,0.5,0.984,0.5
7481,0.01,0.01,0.01
7661,0.01,0.01,0.01
7644,0.875,0.984,0.01
7516,0.01,0.01,0.01
7675,0.01,0.01,0.01
7817,0.5,0.938,0.01
7819,0.01,0.01,0.01
7741,0.5,0.01,0.01
7941,0.5,0.5,0.01
7784,0.22,0.875,0.01
7928,0.16,0.09,0.01
7858,0.01,0.01,0.01
8018,0.01,0.01,0.01
8057,0.5,0.969,0.01
8073,0.01,0.01,0.01
7874,0.5,0.969,0.01
8065,0.75,0.01,0.01
8077,0.01,0.01,0.01
7936,0.938,0.984,0.01
8067,0.01,0.01,0.01
8083,0.5,0.875,0.01
8137,0.75,0.5,0.01
8223,0.03,0.969,0.01
8213,0.969,0.969,0.01
8268,0.01,0.01,0.5
8217,0.875,0.938,0.01
8148,0.75,0.938,0.01
8297,0.875,0.99,0.01
8231,0.99,0.875,0.01
8232,0.01,0.01,0.01
8152,0.938,0.984,0.01
8315,0.01,0.938,0.01
8239,0.875,0.984,0.01
8305,0.06,0.875,0.5
8275,0.875,0.984,0.01
8337,0.938,0.938,0.01
8279,0.938,0.75,0.01
8386,0.32,0.984,0.01
8466,0.75,0.99,0.01
8429,0.01,0.01,0.01
8446,0.01,0.01,0.01
8541,0.75,0.984,0.01
8585,0.5,0.938,0.01
8611,0.5,0.938,0.01
8250,0.01,0.01,0.01
8251,0.5,0.09,0.01
8532,0.5,0.938,0.01
8604,0.01,0.01,0.5
8533,0.984,0.875,0.01
8671,0.938,0.984,0.01
8607,0.01,0.01,0.01
8473,0.99,0.99,0.01
8505,0.938,0.99,0.01
8624,0.01,0.01,0.01
8633,0.75,0.938,0.01
8635,0.875,0.99,0.01
8839,0.75,0.75,0.01
8911,0.75,0.875,0.01
8771,0.875,0.969,0.01
8887,0.875,0.99,0.01
8888,0.984,0.99,0.01
8914,0.969,0.984,0.01
8830,0.99,0.938,0.01
8790,0.01,0.01,0.01
8759,0.01,0.01,0.5
8760,0.875,0.969,0.5
9093,0.5,0.875,0.01
8996,0.01,0.01,0.01
9154,0.47,0.938,0.01
9087,0.875,0.938,0.01
9234,0.01,0.75,0.01
9205,0.5,0.99,0.01
9340,0.5,0.969,0.01
9118,0.5,0.984,0.01
9351,0.01,0.01,0.01
9355,0.01,0.01,0.01
9364,0.01,0.75,0.01
9397,0.17,0.01,0.01
9413,0.5,0.99,0.01
9532,0.5,0.938,0.01
9602,0.14,0.5,0.01
9663,0.01,0.01,0.01
9634,0.5,0.938,0.01
9678,0.938,0.984,0.01
9684,0.01,0.01,0.01
9686,0.875,0.19,0.01
9622,0.5,0.01,0.01
9768,0.99,0.99,0.01
9626,0.01,0.01,0.01
9628,0.01,0.5,0.01
9787,0.03,0.75,0.01
9826,0.01,0.01,0.01
9856,0.5,0.75,0.01
9855,0.5,0.26,0.01
9828,0.75,0.5,0.01
9916,0.01,0.01,0.5
9932,0.01,0.01,0.01
9917,0.01,0.01,0.01
9992,0.01,0.01,0.01
9939,0.984,0.984,0.01
9910,0.875,0.24,0.01
9982,0.01,0.24,0.01
10084,0.45,0.75,0.01
10098,0.5,0.75,0.01
10088,0.01,0.01,0.01
10130,0.01,0.01,0.01
10061,0.01,0.01,0.01
10095,0.75,0.75,0.01
10219,0.01,0.01,0.01
10210,0.01,0.01,0.01
10158,0.01,0.01,0.01
10262,0.969,0.938,0.01
9970,0.21,0.27,0.01
10290,0.75,0.75,0.01
10390,0.01,0.984,0.01
10275,0.969,0.01,0.01
10517,0.875,0.938,0.5
10542,0.969,0.99,0.01
10610,0.01,0.01,0.01
10566,0.01,0.01,0.01
10574,0.01,0.01,0.01
10966,0.75,0.875,0.01
11031,0.01,0.01,0.01
10992,0.01,0.01,0.01
11151,0.875,0.875,0.01
11170,0.01,0.01,0.01
11096,0.875,0.01,0.5
11204,0.75,0.01,0.01
11099,0.5,0.75,0.01
11253,0.5,0.938,0.01
11156,0.01,0.01,0.01
11300,0.01,0.01,0.01
11328,0.75,0.5,0.01
11347,0.875,0.5,0.01
11361,0.5,0.75,0.01
11362,0.12,0.99,0.5
11435,0.01,0.01,0.5
11450,0.01,0.01,0.01
11439,0.01,0.01,0.01
11307,0.01,0.01,0.01
11522,0.01,0.01,0.01
11551,0.99,0.01,0.01
11582,0.75,0.938,0.01
11509,0.01,0.01,0.01
11591,0.01,0.01,0.01
11514,0.24,0.938,0.01
11594,0.01,0.01,0.01
11498,0.75,0.969,0.01
11578,0.875,0.01,0.01
11622,0.938,0.875,0.01
11675,0.5,0.969,0.01
11413,0.938,0.969,0.01
11662,0.5,0.99,0.01
11735,0.75,0.938,0.01
11680,0.875,0.938,0.01
11711,0.5,0.07,0.01
11755,0.33,0.969,0.01
11608,0.938,0.875,0.01
11767,0.01,0.01,0.01
11809,0.984,0.99,0.01
11829,0.07,0.938,0.5
11844,0.01,0.01,0.01
11871,0.46,0.01,0.01
11872,0.01,0.01,0.01
11938,0.15,0.01,0.01
12020,0.984,0.938,0.01
11817,0.01,0.01,0.01
11964,0.01,0.01,0.01
12022,0.5,0.938,0.5
11999,0.01,0.01,0.01
11917,0.5,0.75,0.01
12136,0.01,0.01,0.01
12080,0.5,0.75,0.01
12143,0.01,0.01,0.01
11847,0.875,0.969,0.01
11849,0.5,0.984,0.01
12131,0.01,0.01,0.01
12196,0.01,0.01,0.01
12213,0.875,0.969,0.01
12176,0.01,0.01,0.01
12163,0.19,0.875,0.01
12206,0.18,0.875,0.01
12306,0.01,0.01,0.01
12334,0.01,0.01,0.01
12361,0.01,0.01,0.01
12249,0.01,0.01,0.01
12015,0.08,0.875,0.01
12427,0.875,0.875,0.5
12485,0.75,0.875,0.01
12521,0.984,0.99,0.01
12255,0.28,0.01,0.01
12523,0.875,0.5,0.01
12539,0.75,0.938,0.01
12601,0.09,0.875,0.01
12570,0.01,0.01,0.01
12620,0.75,0.75,0.01
12606,0.984,0.99,0.01
12477,0.984,0.75,0.01
12708,0.938,0.984,0.01
12758,0.05,0.5,0.01
12841,0.75,0.875,0.01
12828,0.01,0.01,0.01
12769,0.875,0.99,0.01
12830,0.5,0.99,0.01
12844,0.01,0.01,0.01
12749,0.875,0.938,0.01
12917,0.01,0.01,0.5
12874,0.938,0.875,0.01
12950,0.5,0.5,0.01
12925,0.938,0.99,0.01
12904,0.875,0.938,0.01
12907,0.938,0.938,0.01
12982,0.75,0.875,0.01
12909,0.11,0.06,0.01
12983,0.969,0.875,0.01
12912,0.05,0.875,0.01
13023,0.01,0.01,0.01
13015,0.875,0.984,0.01
13066,0.938,0.99,0.01
13019,0.938,0.99,0.01
13020,0.21,0.75,0.01
13067,0.33,0.01,0.01
13004,0.01,0.01,0.01
13111,0.875,0.969,0.01
13091,0.75,0.938,0.01
13092,0.875,0.99,0.01
13099,0.01,0.01,0.01
13157,0.01,0.99,0.01
13231,0.969,0.938,0.01
13172,0.01,0.875,0.01
13203,0.18,0.99,0.01
13160,0.01,0.01,0.01
13138,0.875,0.938,0.01
13192,0.875,0.984,0.01
13208,0.938,0.938,0.01
13247,0.5,0.969,0.01
12966,0.984,0.984,0.01
13222,0.875,0.99,0.5
13177,0.875,0.969,0.01
13095,0.5,0.875,0.01
13214,0.75,0.938,0.01
12971,0.01,0.01,0.01
13229,0.5,0.875,0.01
13399,0.5,0.938,0.01
13384,0.01,0.01,0.01
13109,0.5,0.75,0.01
13295,0.75,0.01,0.01
13283,0.01,0.01,0.01
13284,0.2,0.26,0.01
13285,0.99,0.75,0.01
13287,0.75,0.75,0.01
13501,0.01,0.01,0.01
13505,0.5,0.01,0.01
13443,0.5,0.969,0.01
13446,0.75,0.875,0.01
13609,0.875,0.99,0.01
13269,0.01,0.01,0.01
13571,0.24,0.35,0.5
13525,0.5,0.75,0.01
13470,0.984,0.99,0.01
13698,0.01,0.01,0.01
13713,0.01,0.01,0.01
13714,0.01,0.01,0.01
13729,0.75,0.875,0.01
13801,0.875,0.99,0.01
13725,0.969,0.875,0.01
13704,0.5,0.33,0.01
13708,0.75,0.99,0.01
13864,0.01,0.01,0.01
13710,0.75,0.99,0.01
13739,0.75,0.99,0.01
13794,0.75,0.01,0.01
13884,0.01,0.01,0.01
13755,0.23,0.5,0.01
13938,0.969,0.5,0.01
13940,0.01,0.01,0.01
14195,0.01,0.01,0.01
14225,0.984,0.99,0.01
14226,0.01,0.01,0.01
14228,0.875,0.99,0.01
14157,0.75,0.875,0.01
14113,0.01,0.01,0.01
14281,0.99,0.99,0.01
14006,0.27,0.969,0.01
14264,0.01,0.01,0.01
14008,0.99,0.99,0.01
14320,0.75,0.938,0.01
14129,0.15,0.99,0.01
14337,0.01,0.01,0.01
14339,0.01,0.17,0.01
14366,0.49,0.01,0.01
14389,0.75,0.938,0.01
14455,0.01,0.938,0.01
14457,0.875,0.875,0.01
14413,0.75,0.875,0.01
14511,0.01,0.01,0.5
14370,0.11,0.18,0.01
14513,0.938,0.969,0.01
14552,0.938,0.984,0.01
14516,0.14,0.14,0.01
14518,0.01,0.01,0.01
14571,0.01,0.01,0.01
14493,0.05,0.938,0.01
14646,0.969,0.99,0.01
14574,0.01,0.01,0.01
14619,0.75,0.875,0.01
14688,0.01,0.01,0.01
14663,0.01,0.01,0.5
14690,0.75,0.99,0.01
14691,0.01,0.01,0.01
14653,0.75,0.938,0.01
14677,0.75,0.875,0.01
14637,0.01,0.01,0.01
14725,0.875,0.984,0.01
14810,0.01,0.01,0.01
14821,0.08,0.21,0.01
14823,0.22,0.875,0.01
14898,0.938,0.984,0.01
14800,0.01,0.01,0.01
14857,0.01,0.01,0.01
14942,0.01,0.01,0.01
14784,0.22,0.969,0.5
14932,0.75,0.938,0.01
14886,0.01,0.01,0.5
14937,0.5,0.99,0.01
14892,0.01,0.01,0.01
14940,0.938,0.99,0.01
14970,0.01,0.01,0.01
14983,0.01,0.01,0.01
15050,0.75,0.875,0.01
15092,0.969,0.969,0.01
15068,0.01,0.01,0.01
15124,0.01,0.01,0.01
14952,0.01,0.01,0.01
15125,0.06,0.1,0.01
15127,0.01,0.01,0.01
15140,0.01,0.01,0.01
14994,0.875,0.969,0.01
15226,0.99,0.75,0.5
15172,0.01,0.01,0.01
15027,0.5,0.5,0.01
15214,0.75,0.5,0.01
15243,0.01,0.875,0.01
15165,0.01,0.01,0.01
15272,0.28,0.99,0.01
15247,0.01,0.01,0.01
15194,0.01,0.01,0.01
15366,0.01,0.01,0.01
15120,0.38,0.5,0.01
15265,0.01,0.01,0.01
15424,0.875,0.984,0.01
15446,0.938,0.875,0.01
15429,0.01,0.01,0.01
